Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
,Saving Bank account 1,Household,Toiletries,Dettol liquid handwash refill,218.0,Expense,INR
,Saving Bank account 1,Health,Medicine,Move jel,125.0,Expense,INR
,Saving Bank account 1,Tourism,Trip,Tours and Travel,43000.0,Expense,INR
,Saving Bank account 1,Family,Pocket money,No Description,5000.0,Expense,INR
,Saving Bank account 1,Food,Milk,Half lit  milk,33.0,Expense,INR
,Cash,Health,Medicine,Vicks VapoRub,22.0,Expense,INR
,Cash,Household,Kirana,No Description,302.0,Expense,INR
,Saving Bank account 1,Food,breakfast,krack Jack biscuits,5.0,Expense,INR
,Saving Bank account 1,Food,Lunch,5 chapati,25.0,Expense,INR
,Credit Card,Gift,Unknown,Purse on occasion of Rakshabandhan,909.0,Expense,INR
,Credit Card,Gift,Unknown,Purse on occasion of Rakshabandhan,1145.0,Expense,INR
,Credit Card,Apparel,Clothing,Family's dresses,989.0,Expense,INR
,Saving Bank account 1,Health,Medicine,Cinarest,27.0,Expense,INR
,Cash,Family,Pocket money,Change,100.0,Expense,INR
,Saving Bank account 1,Health,Hospital,Medical tests - Family,6190.0,Expense,INR
,Saving Bank account 1,Gpay Reward,Unknown,No Description,11.0,Income,INR
,Saving Bank account 1,subscription,Mobile Service Provider,Family Mobile Service Provider recharge,2999.0,Expense,INR
,Saving Bank account 1,Food,Milk,milk 1lit ,68.0,Expense,INR
,Saving Bank account 1,Food,snacks,Maggie 1 pck,14.0,Expense,INR
,Saving Bank account 1,Apparel,Clothing,Myntra - tshirt+ denim shorts,399.0,Expense,INR
,Cash,Health,Medicine,4 paracetamol tablets,10.0,Expense,INR
2017-07-31 21:14:52,Saving Bank account 1,Food,Dinner,Catering Service:Chicken masala (90)+2 chapati (10),100.0,Expense,INR
2017-07-31 12:12:39,Cash,Transportation,auto,ola auto - Current Residence to McD,65.0,Expense,INR
2017-07-31 09:51:59,Saving Bank account 1,Food,Eggs,4 eggs,22.0,Expense,INR
2017-07-30 21:33:27,Saving Bank account 1,Gpay Reward,Unknown,No Description,6.0,Income,INR
2017-07-30 21:33:27,Cash,Food,Grocery,Dahi 2 packets,20.0,Expense,INR
2017-07-30 21:33:27,Saving Bank account 1,Transportation,Travels,2 Neeta travels : Place A to pune,895.0,Expense,INR
2017-07-30 15:38:49,Cash,Household,Appliances,Laptop repair,1000.0,Expense,INR
2017-07-30 15:36:42,Saving Bank account 1,Household,Appliances,Laptop repair ( 128gb SSD rs 2200+ 500gb HDD Rs.1800 + Msoffice+ windows),3000.0,Expense,INR
2017-07-30 14:20:18,Cash,Food,snacks,Chicken roll kasha,100.0,Expense,INR
2017-07-30 14:19:42,Cash,Transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR
2017-07-30 07:48:51,Saving Bank account 1,Salary,Unknown,From workplace ,61578.0,Income,INR
2017-07-29 13:30:49,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-07-29 13:30:49,Credit Card,Health,Medicine,Hospital consultation,556.0,Expense,INR
2017-07-29 09:48:55,Saving Bank account 1,Transportation,auto,ola auto - Current Residence to hospital Place 6,97.0,Expense,INR
2017-07-28 16:20:14,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-07-28 15:25:34,Credit Card,Health,Medicine,Hospital consultation,167.0,Expense,INR
2017-07-28 11:31:24,Credit Card,Health,Hospital,Hospital consultation,3050.0,Expense,INR
2017-07-28 11:31:02,Cash,Transportation,Train,2 Place 0 to Place 6 return,20.0,Expense,INR
2017-07-28 11:30:45,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-07-27 20:33:23,Credit Card,Food,Dinner,Non veg overloaded pizza,215.0,Expense,INR
2017-07-27 20:05:23,Credit Card,Food,Lunch,Chicken lollypop 4 pcs,203.0,Expense,INR
2017-07-27 06:05:30,Cash,Household,Appliances,Distilled water refill Inverter (Rs.100 given by Family),200.0,Expense,INR
2017-07-27 05:40:08,Recurring Deposit,Maturity amount,Unknown,RD2 matured,40326.0,Income,INR
2017-07-27 05:39:02,Recurring Deposit,Maturity amount,Unknown,RD1 matured,40326.0,Income,INR
2017-07-26 19:31:06,Saving Bank account 1,Tax refund,Unknown,No Description,19350.0,Income,INR
2017-07-25 19:31:06,Saving Bank account 1,Tourism,Trip,Tours and Travel,20000.0,Expense,INR
2017-07-24 21:52:22,Credit Card,Food,snacks,Garlic bread + periperi masala fries,248.0,Expense,INR
2017-07-24 10:04:20,Saving Bank account 1,Food,Eggs,4 eggs,22.0,Expense,INR
2017-07-24 10:03:43,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-07-23 16:02:41,Cash,Household,Appliances,For tata sky installation (100 rs given by Family ),200.0,Expense,INR
2017-07-23 15:57:31,Saving Bank account 1,Household,Appliances,Tata sky STB (1299)+ 1 month recharge (226)+ extra wire 45meters(540),2065.0,Expense,INR
2017-07-23 12:30:28,Saving Bank account 1,Food,Grocery,Amul butter,52.0,Expense,INR
2017-07-22 14:55:35,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-07-21 13:36:14,Saving Bank account 1,Equity Mutual Fund C,Unknown,No Description,1000.0,Transfer-Out,INR
2017-07-21 13:16:01,Saving Bank account 1,Other,Unknown,CA  - income tax filing,1000.0,Expense,INR
2017-07-21 08:46:09,Saving Bank account 1,Food,Milk,Half lit  milk,33.0,Expense,INR
2017-07-20 19:32:11,Saving Bank account 1,Food,Grocery,No Description,88.0,Expense,INR
2017-07-20 19:31:37,Cash,Food,snacks,Puri packet of 50 pcs,50.0,Expense,INR
2017-07-20 15:14:48,Credit Card,subscription,Mobile Service Provider,Annual recharge,2545.0,Expense,INR
2017-07-20 12:03:16,Saving Bank account 1,Food,Milk,Half lit  milk,32.0,Expense,INR
2017-07-19 08:44:38,Saving Bank account 1,Food,Eggs,4 eggs,22.0,Expense,INR
2017-07-19 08:44:20,Saving Bank account 1,Food,Milk,Half lit  milk,32.0,Expense,INR
2017-07-18 21:44:59,Saving Bank account 1,Food,beverage,Thumbs up 250ml,20.0,Expense,INR
2017-07-18 21:44:29,Saving Bank account 1,Food,Water,5 litres can,70.0,Expense,INR
2017-07-18 21:02:27,Cash,Food,flour mill,Gehu 3 kg Rs21 + bajari 1kg Rs 7 + dal 1.5 kg Rs15,43.0,Expense,INR
2017-07-18 21:00:34,Saving Bank account 1,Food,Grocery,potato 1kg,35.0,Expense,INR
2017-07-18 20:59:33,Saving Bank account 1,Household,Hardware,Pakad,240.0,Expense,INR
2017-07-18 20:58:55,Saving Bank account 1,Household,Hardware,Umbrella,540.0,Expense,INR
2017-07-18 20:58:13,Cash,Other,Unknown,Hari oil depo coupon,25.0,Income,INR
2017-07-18 20:55:35,Cash,Food,Grocery,onion 2.5 kg,55.0,Expense,INR
2017-07-17 22:16:39,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-07-17 22:16:02,Saving Bank account 1,Apparel,Laundry,9 clothes ironing,63.0,Expense,INR
2017-07-17 16:53:08,Saving Bank account 1,Food,beverage,Lemon tea,60.0,Expense,INR
2017-07-17 16:21:41,Credit Card,Food,Lunch,1 dal makhani rice(200)+ 1 chicken tikka rice(220)+chocolate pastry (120),540.0,Expense,INR
2017-07-17 12:58:38,Saving Bank account 1,Transportation,Train,2 Place 0 to TB returns,40.0,Expense,INR
2017-07-15 19:01:54,Saving Bank account 1,Food,snacks,Gupta bhel,25.0,Expense,INR
2017-07-15 13:07:28,Saving Bank account 1,Food,Milk,Half lit  milk,32.0,Expense,INR
2017-07-14 20:01:33,Saving Bank account 1,Food,Ice cream,chocobar,15.0,Expense,INR
,Saving Bank account 1,Gpay Reward,Unknown,reward Gpay,6.0,Income,INR
,Saving Bank account 1,Equity Mutual Fund B,Unknown,No Description,100000.0,Transfer-Out,INR
,Saving Bank account 1,Gift,Unknown,farewell contribution,500.0,Expense,INR
,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
,Saving Bank account 1,Education,Stationary,Black Ball pen,10.0,Expense,INR
,Saving Bank account 1,Other,Unknown,Gift from inlaws,20000.0,Income,INR
,Cash,Family,Pocket money,No Description,1500.0,Expense,INR
,Saving Bank account 1,Food,Rajgira ladu,2 packets,50.0,Expense,INR
,Credit Card,Household,Kirana,No Description,2923.0,Expense,INR
,Saving Bank account 1,Food,beverage,sugarcane juice,20.0,Expense,INR
,Saving Bank account 1,Food,snacks,Vadapav,20.0,Expense,INR
,Saving Bank account 1,Transportation,Bus,2 Place 3m to Mumbai vidyapeeth,12.0,Expense,INR
,Saving Bank account 1,Transportation,Train,2 Place 0 to Place 3 returns,80.0,Expense,INR
,Saving Bank account 1,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
,Saving Bank account 1,Food,Grocery,Pizza base packet - Patil dairy,30.0,Expense,INR
,Saving Bank account 1,Food,Eggs,4 eggs,26.0,Expense,INR
,Saving Bank account 1,Equity Mutual Fund E,Unknown,Lumpsum,50000.0,Transfer-Out,INR
,Saving Bank account 1,Food,Dinner,Paneer mutter Rs.90+ 5 chapati Rs.25,115.0,Expense,INR
,Saving Bank account 1,Food,Grocery,2 Kg Onion 30/kg + 1 kg Potato 30/kg + Parle Biscuit Rs 10,100.0,Expense,INR
,Saving Bank account 1,Food,Dinner,veg fried rice 1 full,180.0,Expense,INR
,Saving Bank account 1,Equity Mutual Fund A,Unknown,Lumpsum,50000.0,Transfer-Out,INR
,Saving Bank account 1,Equity Mutual Fund F,Unknown,Lumpsum,50000.0,Transfer-Out,INR
,Saving Bank account 1,Food,Lunch,Catering Service (1 bhaji 30 + 3 chapti 15),45.0,Expense,INR
,Saving Bank account 1,Food,Grocery,Dalich peeth pav kg,25.0,Expense,INR
,Saving Bank account 1,Transportation,auto,Place 1 bridge to Current Residence 2 seats,60.0,Expense,INR
,Saving Bank account 1,Other,Unknown,Devi Temple,5.0,Expense,INR
,Saving Bank account 1,Food,Ice cream,7 mava kulfie,140.0,Expense,INR
,Saving Bank account 1,Saving Bank account 2,Unknown,No Description,100.0,Transfer-Out,INR
,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1 - Shree Sharma Travels,1711.0,Expense,INR
2017-06-30 08:43:56,Saving Bank account 1,Gift,Unknown,Forrest essential perfume,4800.0,Expense,INR
2017-06-30 07:57:06,Saving Bank account 1,Interest,Unknown,interest paid,870.0,Income,INR
2017-06-30 07:57:44,Saving Bank account 1,Salary,Unknown,From workplace ,56957.0,Income,INR
2017-06-29 19:49:10,Saving Bank account 1,Beauty,grooming,Shaving,60.0,Expense,INR
2017-06-29 07:48:30,Cash,Transportation,auto,Place 2 station to hospital 2 seat,50.0,Expense,INR
2017-06-28 22:51:12,Cash,Transportation,Train,2 Place 0 to tilaknagar single side,30.0,Expense,INR
2017-06-28 22:50:55,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-06-28 13:34:41,Saving Bank account 1,Food,Lunch,Chicken lollypop 4 pcs,186.5,Expense,INR
2017-06-28 10:19:28,Saving Bank account 1,Food,Grocery,5rs mirchi + crack-jack,15.0,Expense,INR
2017-06-28 09:41:39,Saving Bank account 1,Family,Pocket money,No Description,1500.0,Expense,INR
2017-06-28 09:18:53,Cash,maid,Unknown,House Cleaning + washing utensils,2000.0,Expense,INR
2017-06-27 10:04:24,Saving Bank account 1,Recurring Deposit,Unknown,New RD opened for 3 years,1000.0,Transfer-Out,INR
2017-06-27 10:00:50,Saving Bank account 1,Fixed Deposit,Unknown,New FD opened for 3 years,200000.0,Transfer-Out,INR
2017-06-27 09:32:15,Cash,Health,Medicine,Cough-sills 4 pcs,12.0,Expense,INR
2017-06-26 11:38:42,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR
2017-06-26 11:38:23,Saving Bank account 1,Food,Grocery,Dahi 2 packets,20.0,Expense,INR
2017-06-26 11:38:08,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-25 13:38:59,Cash,Transportation,Train,Place 0 to WS return,10.0,Expense,INR
2017-06-24 09:11:16,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-23 09:52:10,Saving Bank account 1,Food,Grocery,Shengdane pav kg,35.0,Expense,INR
2017-06-23 09:52:10,Saving Bank account 1,Other,Unknown,Credit Card fee,590.0,Expense,INR
2017-06-22 23:26:41,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-22 23:05:45,Saving Bank account 1,Gift,Unknown,Forrest essential after shave,1595.0,Expense,INR
2017-06-22 23:04:54,Saving Bank account 1,Food,Eating out,Taco Bell veg combo,261.0,Expense,INR
2017-06-22 23:03:08,Cash,Transportation,train,2 Place 0 to WS returns,20.0,Expense,INR
2017-06-22 23:02:07,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-06-20 21:08:28,Saving Bank account 1,Gift,Unknown,Cupcake mould,250.0,Expense,INR
2017-06-19 10:19:53,Saving Bank account 1,Food,Grocery,Shev bhaji sev pav kg,60.0,Expense,INR
2017-06-19 10:19:53,Cash,Food,flour mill,M D sure 3kg atta,141.0,Expense,INR
2017-06-19 10:19:53,Saving Bank account 1,Food,Grocery,Amul malai paneer pav kg,80.0,Expense,INR
2017-06-19 10:19:33,Saving Bank account 1,Food,breakfast,Bread,18.0,Expense,INR
2017-06-19 10:19:14,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-18 20:01:48,Cash,Transportation,Bus,H to kala circle,12.0,Expense,INR
2017-06-18 20:01:09,Cash,Transportation,Bus,Kala circle to H,15.0,Expense,INR
2017-06-17 10:25:13,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-16 23:18:37,Saving Bank account 1,Gift,Unknown,Jeff kellar's winning attitude,137.0,Expense,INR
2017-06-16 19:03:15,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-06-15 19:01:47,Saving Bank account 1,Other,Unknown,Courier,50.0,Expense,INR
2017-06-15 19:01:47,Saving Bank account 1,Education,Stationary,Print outs 3 + Xerox 16 + envelope 10,29.0,Expense,INR
2017-06-13 20:06:49,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
,Saving Bank account 1,Beauty,grooming,hair cut,100.0,Expense,INR
,Saving Bank account 1,Health,Medicine,Covaxin booster dose,386.0,Expense,INR
,Saving Bank account 1,Transportation,train,2 Kushinagar express (LTT to Place 2),501.0,Expense,INR
,Saving Bank account 1,subscription,Newspaper,TOI,170.0,Expense,INR
,Cash,Culture,Movie,2 tickets - Cinepolis 4DX 3D,760.0,Expense,INR
,Saving Bank account 1,Food,breakfast,Bread,35.0,Expense,INR
,Saving Bank account 1,Food,Eggs,6 pcs,35.0,Expense,INR
,Cash,Household,Kitchen,Sanjori mould,26.0,Expense,INR
,Cash,Education,Stationary,Print out,3.0,Expense,INR
,Cash,Food,snacks,2 Veg puff,40.0,Expense,INR
,Cash,Food,Dinner,Chicken Biryani 120+ dal rice 60,180.0,Expense,INR
,Cash,Food,chocolate,2 Cadbury dairy milk,20.0,Expense,INR
,Cash,Health,Medicine,3 Sinarest,18.0,Expense,INR
,Saving Bank account 1,Health,Medicine,Sofy antibacterial,190.0,Expense,INR
,Saving Bank account 1,Food,vegetables,Pav kg Simla mirch 20 + Hari mirch 5,25.0,Expense,INR
,Saving Bank account 1,Household,Kirana,Supermart,267.0,Expense,INR
,Saving Bank account 1,Food,Lunch,Non veg overloaded pizza,242.95,Expense,INR
,Saving Bank account 1,subscription,Edtech Course,No Description,2700.1,Expense,INR
,Saving Bank account 1,Food,flour mill,M D sure 3kg atta,141.0,Expense,INR
,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR
,Saving Bank account 1,Food,Milk,milk 1lit ,65.0,Expense,INR
,Cash,maid,Unknown,No Description,1000.0,Expense,INR
2017-05-31 20:47:17,Saving Bank account 1,Apparel,Clothing,undergarments pair of Jockey,655.0,Expense,INR
2017-05-31 10:25:17,Saving Bank account 1,Salary,Unknown,From workplace ,56970.0,Income,INR
2017-05-30 19:57:58,Saving Bank account 1,Food,Dinner,5 chapati,25.0,Expense,INR
2017-05-30 19:57:58,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-05-30 17:04:28,Cash,Food,beverage,Slice + Pepsi,40.0,Expense,INR
2017-05-30 17:04:07,Cash,Food,Lunch,2 veg Frankie,120.0,Expense,INR
2017-05-30 17:02:53,Cash,Household,Kitchen,Crockery,275.0,Expense,INR
2017-05-30 11:35:31,Saving Bank account 1,Food,Tea,2 tea,34.0,Expense,INR
2017-05-30 09:41:31,Cash,Transportation,Train,2 Place 0 to Place P return,80.0,Expense,INR
2017-05-30 09:41:14,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-05-29 09:25:48,Saving Bank account 1,Food,Grocery,Half kg potato + half kg banana,35.0,Expense,INR
2017-05-29 09:25:48,Cash,Education,Stationary,Xerox,30.0,Expense,INR
2017-05-29 09:25:48,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-05-28 20:47:33,Saving Bank account 1,Household,Kirana,No Description,996.0,Expense,INR
2017-05-28 20:47:18,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR
2017-05-28 19:39:31,Cash,Food,vegetables,No Description,45.0,Expense,INR
2017-05-28 19:39:11,Saving Bank account 1,Food,Grocery,Mango 1 kg,140.0,Expense,INR
2017-05-28 19:27:51,Cash,Food,Grocery,No Description,30.0,Expense,INR
2017-05-28 19:27:36,Saving Bank account 1,Food,vegetables,No Description,60.0,Expense,INR
2017-05-28 19:16:01,Saving Bank account 1,Food,breakfast,Medu vada 1 plate + dal vada 1,70.0,Expense,INR
2017-05-27 18:20:47,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-05-27 13:21:21,Saving Bank account 1,Education,Stationary,Print outs+ Xerox,20.0,Expense,INR
2017-05-27 13:21:01,Saving Bank account 1,Food,vegetables,Pav kg tomato,20.0,Expense,INR
2017-05-25 08:47:34,Cash,Food,snacks,Ragda Puri,30.0,Expense,INR
2017-05-25 08:47:34,Cash,Transportation,Train,Place 0 to Vikhroli single,15.0,Expense,INR
2017-05-24 08:46:43,Saving Bank account 1,subscription,Cable TV,No Description,261.0,Expense,INR
2017-05-24 08:46:43,Cash,Food,snacks,Samosa pav @ kurla,15.0,Expense,INR
2017-05-24 08:46:43,Cash,Transportation,Train,Place 0 to Vikhroli return,30.0,Expense,INR
2017-05-24 08:46:32,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-05-23 22:10:00,Saving Bank account 1,Food,snacks,Gupta bhel,25.0,Expense,INR
2017-05-23 22:09:27,Cash,Household,Kirana,Rasna orange,46.0,Expense,INR
2017-05-23 22:08:10,Saving Bank account 1,Education,Stationary,White board pen 25 + duster 50,75.0,Expense,INR
2017-05-22 17:30:12,Saving Bank account 1,Food,flour mill,M D sure 2kg atta,88.0,Expense,INR
2017-05-22 17:29:38,Saving Bank account 1,Household,Appliances,3 pin Holder,50.0,Expense,INR
2017-05-22 09:55:12,Saving Bank account 1,Food,beverage,Coke 750ml,40.0,Expense,INR
2017-05-22 09:44:08,Saving Bank account 1,Food,beverage,sugarcane juice,15.0,Expense,INR
2017-05-21 15:34:55,Cash,Transportation,Train,2 Place 0 to Place 4 return,30.0,Expense,INR
2017-05-21 15:33:51,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-05-21 15:26:54,Cash,Food,flour mill,3 kg ( 2kg bajari Rs 7 each + 1kg gahu & maka mix Rs.10),24.0,Expense,INR
2017-05-21 09:40:52,Cash,Transportation,auto,Decathlon to station,20.0,Expense,INR
,Saving Bank account 1,subscription,Cable TV,Monthly recharge,261.0,Expense,INR
2017-05-18 16:11:48,Saving Bank account 1,Food,Dinner,pav bhaji + 5 pav extra,219.0,Expense,INR
2017-05-18 16:11:48,Cash,Food,Tea,No Description,10.0,Expense,INR
2017-05-18 16:11:26,Saving Bank account 1,Food,vegetables,No Description,60.0,Expense,INR
2017-05-18 16:11:08,Saving Bank account 1,Food,Lunch,Bhai poli,45.0,Expense,INR
2017-05-18 11:06:52,Saving Bank account 1,Food,breakfast,Poha,25.0,Expense,INR
2017-05-18 11:06:30,Cash,Beauty,grooming,Shaving,50.0,Expense,INR
2017-05-18 11:06:19,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-05-18 11:06:06,Cash,Food,Tea,No Description,10.0,Expense,INR
2017-05-17 14:12:16,Cash,Food,Tea,No Description,5.0,Expense,INR
2017-05-17 14:12:16,Saving Bank account 1,Food,Ice cream,Vanila family pack,99.0,Expense,INR
2017-05-17 14:12:16,Saving Bank account 1,Food,Lunch,Full egg fried rice 100 + Manchurian dry 100,210.0,Expense,INR
2017-05-17 10:27:35,Cash,Food,Tea,No Description,10.0,Expense,INR
2017-05-16 19:10:09,Cash,Food,Tea,No Description,10.0,Expense,INR
2017-05-16 14:39:07,Saving Bank account 1,Beauty,grooming,Razor Blade,247.0,Expense,INR
2017-05-16 13:22:48,Saving Bank account 1,Food,Lunch,Non veg combo meal,234.0,Expense,INR
2017-05-16 13:11:02,Cash,Food,Tea,No Description,5.0,Expense,INR
2017-05-15 20:42:20,Saving Bank account 1,subscription,Newspaper,March 210 + April 170,380.0,Expense,INR
2017-05-15 19:28:42,Cash,Food,Dinner,Veg cheese grill sandwich,100.0,Expense,INR
2017-05-15 19:28:22,Saving Bank account 1,Food,breakfast,Poha 25+ tea 10,35.0,Expense,INR
2017-05-14 20:06:03,Saving Bank account 1,Household,Kirana,Shev bhaji sev,50.0,Expense,INR
2017-05-14 14:21:59,Saving Bank account 1,Food,Lunch,Non veg overloaded pizza,242.0,Expense,INR
2017-05-13 20:51:02,Saving Bank account 1,Food,Dinner,Non veg overloaded pizza,242.0,Expense,INR
2017-05-13 18:02:21,Cash,Food,Tea,No Description,10.0,Expense,INR
2017-05-13 18:02:10,Saving Bank account 1,Food,Lunch,4 chapati,20.0,Expense,INR
2017-05-13 10:43:50,Cash,Food,Tea,No Description,5.0,Expense,INR
2017-05-13 10:43:17,Saving Bank account 1,Food,breakfast,Medu vada 1 plate,35.0,Expense,INR
,Cash,Food,Tea,No Description,10.0,Expense,INR
,Saving Bank account 1,Food,Lunch,4 chapati,20.0,Expense,INR
,Saving Bank account 1,Food,Lunch,Full egg fried rice 100 + chicken lollypop 4 pcs 130,233.0,Expense,INR
,Saving Bank account 1,subscription,Tata Sky,No Description,230.0,Expense,INR
,Saving Bank account 1,Beauty,grooming,Body hair removal cream,318.0,Expense,INR
,Saving Bank account 1,Education,Stationary,Courier,100.0,Expense,INR
,Saving Bank account 1,Education,Stationary,Xerox,12.0,Expense,INR
,Saving Bank account 1,Education,Stationary,2 envelope,24.0,Expense,INR
,Saving Bank account 1,Food,Dinner,4 chapati,20.0,Expense,INR
,Cash,Food,snacks,Sweet bread cake 85 + veg puff 2,125.0,Expense,INR
,Saving Bank account 1,Food,Lunch,Dudhi 30 + 3 chapati,45.0,Expense,INR
,Saving Bank account 1,Food,breakfast,Tea + 2 kachori,34.0,Expense,INR
,Cash,Food,Ice cream,Cornetto butterscotch,40.0,Expense,INR
,Saving Bank account 1,Food,Lunch,Chana masala 30 + 3 chapati,45.0,Expense,INR
,Saving Bank account 1,Food,Dinner,Egg fry + chicken lollypop,191.0,Expense,INR
,Saving Bank account 1,Food,breakfast,Poha 25+ tea 10,35.0,Expense,INR
,Saving Bank account 1,Food,Dinner,Aloo mutter sabji,30.0,Expense,INR
,Saving Bank account 1,Food,snacks,Chicken manchow soup,98.0,Expense,INR
,Saving Bank account 1,subscription,Mobile Service Provider,No daily limit plan ( 25 GB 30 days),296.0,Expense,INR
,Saving Bank account 1,Food,breakfast,Double omlet pav + tea,45.0,Expense,INR
,Cash,Food,Dinner,5 chapati,25.0,Expense,INR
,Cash,Food,snacks,Veg puff,20.0,Expense,INR
,Saving Bank account 1,Food,Lunch,Paneer masala + hara bhara kabab 6 pcs,330.0,Expense,INR
,Saving Bank account 1,Food,Dinner,Bhendi masala 30 + 3 chapati,45.0,Expense,INR
,Cash,Food,beverage,sugarcane juice,20.0,Expense,INR
,Saving Bank account 1,Food,breakfast,Bread,33.0,Expense,INR
,Cash,Transportation,Train,40 Place 0 to Place 3 return+ 20 single,60.0,Expense,INR
,Cash,Transportation,Train,Place 0 to Place 6 return,10.0,Expense,INR
,Saving Bank account 1,Household,Kitchen,Gas stove elica 3 burner,8825.0,Expense,INR
,Saving Bank account 1,Gift,Unknown,Decathlon shoes,1811.0,Expense,INR
,Cash,Transportation,train,Place 3 to Place 2 sevagram,1100.0,Expense,INR
,Saving Bank account 1,Health,Medicine,Q-dee strip,40.0,Expense,INR
,Saving Bank account 1,Apparel,Footwear,Puma Troy mu running shoes,2421.0,Expense,INR
,Saving Bank account 1,Food,Tea,2 cups,20.0,Expense,INR
,Saving Bank account 1,Food,Dinner,2 Fried rice,321.0,Expense,INR
,Cash,Transportation,Train,2 Place 0 to WS single,10.0,Expense,INR
,Saving Bank account 1,Apparel,Clothing,Shorts for Family,399.0,Expense,INR
,Saving Bank account 1,Apparel,Clothing,H&M Tshirt for Family,599.0,Expense,INR
,Saving Bank account 1,Other,Unknown,To savings account,100.0,Expense,INR
,Saving Bank account 1,Food,flour mill,M D sure 1kg atta,47.0,Expense,INR
,Saving Bank account 1,Money transfer,Unknown,No Description,10000.0,Expense,INR
2017-04-30 23:04:01,Saving Bank account 1,Food,Ice cream,chocobar,10.0,Expense,INR
2017-04-30 21:08:58,Saving Bank account 1,Salary,Unknown,From workplace ,56957.0,Income,INR
2017-04-30 21:03:55,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-04-30 21:03:30,Cash,Food,fruits,6 bananas,25.0,Expense,INR
2017-04-30 21:02:52,Saving Bank account 1,Food,Dinner,Chicken lollypop 8 pcs,221.0,Expense,INR
2017-04-30 19:53:16,Cash,Food,snacks,2 Pani Puri+ 1 samosa chat,110.0,Expense,INR
2017-04-30 08:32:12,Saving Bank account 1,Food,Grocery,Chota bread,17.0,Expense,INR
2017-04-30 08:31:52,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-04-28 11:17:49,Saving Bank account 1,Food,Ice cream,Cup of butterscotch (20) + chocobar (10),30.0,Expense,INR
2017-04-28 11:17:49,Saving Bank account 1,subscription,Netflix,1 month subscription,149.0,Expense,INR
2017-04-27 09:35:41,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-04-26 11:25:09,Saving Bank account 1,Gift,Unknown,farewell contribution,385.0,Expense,INR
2017-04-25 10:30:36,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR
2017-04-25 09:21:54,Cash,Transportation,auto,Place 6 station to college,10.0,Expense,INR
2017-04-25 09:21:21,Cash,Transportation,Train,2 Place 0 to Place 6 return,20.0,Expense,INR
2017-04-25 09:21:02,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-04-25 09:20:48,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-04-24 23:51:40,Saving Bank account 1,Other,Unknown,Family's Wristwatch repair,170.0,Expense,INR
2017-04-23 23:52:40,Saving Bank account 1,Food,vegetables,Ladyfinger pav kg,15.0,Expense,INR
2017-04-23 23:52:40,Saving Bank account 1,Food,snacks,2 Veg puff,40.0,Expense,INR
2017-04-22 09:06:19,Saving Bank account 1,Food,beverage,sugarcane juice,20.0,Expense,INR
